FileID,Emitter,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample,File Name
68047,226,228,12,2,3,3,4,1,353104,17249.wav
68052,-204,-218,4,2,2,3,3,1,762704,17250.wav
68054,204,218,11,2,2,3,3,1,369488,17251.wav
68057,204,218,11,2,3,3,3,1,525136,17252.wav
68063,-201,-203,4,2,2,3,3,1,738128,17253.wav
68064,-201,-203,4,2,2,3,3,1,664400,17254.wav
68065,-201,-203,4,2,2,3,3,1,328528,17255.wav
68066,-201,-203,4,2,2,3,4,1,475984,17256.wav
68076,204,218,11,2,2,3,3,1,516944,17257.wav
68079,-201,-225,4,2,2,3,3,1,336720,17258.wav
68081,-201,-225,4,2,2,3,3,1,410448,17259.wav
68082,-201,-225,4,2,2,3,3,1,369488,17260.wav
68084,-201,-225,4,2,2,3,3,1,1123152,17261.wav
68088,204,218,11,2,2,3,3,1,435024,17262.wav
68092,226,233,11,2,2,3,3,1,336720,17263.wav
68095,226,233,11,2,2,3,3,1,410448,17264.wav
68096,-111,-120,11,2,1,3,3,1,639824,17265.wav
68103,226,233,12,2,2,3,3,1,402256,17266.wav
68106,203,218,11,2,3,3,3,1,344912,17267.wav
68108,-204,-218,4,2,2,3,3,1,942928,17268.wav
68113,226,233,12,2,2,3,3,1,541520,17269.wav
68115,226,228,12,2,3,3,4,1,443216,17270.wav
68119,226,233,12,2,2,3,3,1,443216,17271.wav
68122,204,218,12,2,3,3,4,1,377680,17272.wav
68123,-203,-218,4,2,2,3,3,1,143752,17273.wav
68123,203,218,12,2,2,3,4,143753,525136,17274.wav
68127,204,218,12,2,2,3,3,1,394064,17275.wav
68128,225,218,12,2,2,3,3,1,369488,17276.wav
68129,225,218,12,2,2,3,4,1,533328,17277.wav
68131,204,218,12,2,2,3,3,1,549712,17278.wav
68133,-201,-203,4,2,3,3,3,1,1401680,17279.wav
68134,-201,-203,4,2,2,3,3,1,541520,17280.wav
68137,-201,-203,4,2,2,3,3,1,320336,17281.wav
68145,201,203,12,2,2,3,3,1,402256,17282.wav
68148,-225,-203,4,2,2,3,3,1,353104,17283.wav
68152,203,218,12,2,2,3,3,1,320336,17284.wav
68157,225,218,12,2,2,3,3,1,508752,17285.wav
68160,216,0,6,2,0,3,0,1,344912,17286.wav
68164,111,233,12,2,2,2,3,1,541520,17287.wav
68166,201,225,12,2,2,3,3,1,328528,17288.wav
68177,228,233,12,2,2,3,3,1,410448,17289.wav
68185,0,0,6,0,0,0,0,1,402256,17290.wav
68187,225,218,12,2,2,3,3,1,369488,17291.wav
68192,201,225,12,2,2,3,3,1,357820,17292.wav
68192,-201,-225,4,2,2,3,3,357821,901968,17293.wav
68205,-204,-225,4,2,2,3,3,1,557904,17294.wav
68206,-204,-225,4,2,2,3,3,1,385872,17295.wav
68207,207,209,6,0,0,0,0,1,418640,17296.wav
68210,-228,-233,4,2,2,3,3,1,84244,17297.wav
68210,228,233,12,2,2,3,3,84245,934736,17298.wav
68218,225,218,12,2,2,3,3,1,467792,17299.wav
68221,-201,-203,11,2,2,3,3,1,336808,17300.wav
68221,-201,-225,11,2,2,3,3,336809,569588,17301.wav
68221,-201,-204,11,2,2,3,3,569589,849246,17302.wav
68221,-201,-225,11,2,2,3,3,849247,1083225,17303.wav
68221,201,204,11,2,2,3,3,1083226,1320308,17304.wav
68221,-201,-203,4,2,2,3,3,1320309,1622864,17305.wav
68222,-201,-203,11,2,2,3,3,1,680784,17306.wav
68223,203,201,11,2,2,3,3,1,533328,17307.wav
68224,-201,-225,11,2,2,3,3,1,336720,17308.wav
68227,-204,-218,12,2,2,3,3,1,607056,17309.wav
68228,-204,-218,12,2,2,3,3,1,328528,17310.wav
68230,225,204,4,2,2,3,3,1,230722,17311.wav
68230,-225,-204,4,2,2,3,3,230723,1082192,17312.wav
68237,111,228,12,2,2,3,3,1,336720,17313.wav
68239,111,228,12,2,2,3,3,1,877392,17314.wav
68242,111,233,12,2,2,2,3,1,820048,17315.wav
68247,226,228,12,2,2,3,3,1,385872,17316.wav
68249,-228,-233,12,2,2,3,3,1,680784,17317.wav
68251,226,213,12,2,2,3,3,1,344912,17318.wav
68259,226,228,12,2,2,3,3,1,426832,17319.wav
68261,201,225,11,2,2,3,3,1,107804,17320.wav
68261,0,0,6,0,0,0,0,107805,518804,17321.wav
68261,201,204,10,2,2,3,3,518805,811856,17322.wav
68263,201,204,11,2,2,3,3,1,426832,17323.wav
68267,-201,-204,4,2,2,3,3,1,820048,17324.wav
68273,228,233,10,2,2,3,3,1,566096,17325.wav
68275,-201,-204,4,2,2,3,3,1,467792,17326.wav
68277,-213,-228,4,2,2,3,3,1,762704,17327.wav
68279,-213,-228,4,2,2,3,3,1,410448,17328.wav
68282,-228,-213,4,2,2,3,3,1,754512,17329.wav
68294,-226,-233,11,2,2,3,3,1,336720,17330.wav
68296,-213,-228,10,2,2,4,3,1,516944,17331.wav
68306,-111,-213,11,2,2,2,3,1,320336,17332.wav
68311,-226,-228,4,2,2,3,4,1,320336,17333.wav
68314,228,233,11,2,3,3,4,1,467792,17334.wav
68317,-120,-233,11,2,1,3,3,1,467792,17335.wav
68318,-120,-233,11,2,2,2,3,1,344912,17336.wav
68319,226,213,11,2,3,3,4,1,320336,17337.wav
68327,-228,-213,4,2,2,4,3,1,811856,17338.wav
68337,-228,-226,11,2,1,3,3,1,721744,17339.wav
68341,-201,-203,11,3,2,3,3,1,120324,17340.wav
68341,201,203,11,3,2,3,4,120325,770896,17341.wav
68347,111,226,11,2,1,3,2,1,394064,17342.wav
68348,-213,-233,11,2,2,3,3,1,344912,17343.wav
68351,-213,-233,11,2,2,3,3,1,598864,17344.wav
68358,226,233,11,2,2,3,3,1,418640,17345.wav
68360,226,233,11,2,2,3,3,141639,394064,17346.wav
68361,226,233,11,2,2,3,3,1,574288,17347.wav
68367,-228,-233,11,1,2,4,3,1,623440,17348.wav
68369,120,213,11,2,1,2,3,1,320336,17349.wav
68370,-228,-233,3,2,2,4,3,1,426832,17350.wav
68371,-228,-233,11,3,2,2,3,1,1327952,17351.wav
68374,204,218,11,2,2,3,3,1,631632,17352.wav
68375,-201,-203,11,2,2,3,3,1,1221456,17353.wav
68376,205,218,11,2,2,4,4,1,525136,17354.wav
68380,226,233,11,2,2,3,3,1,967504,17355.wav
68382,226,233,11,2,2,3,3,1,361296,17356.wav
68384,-213,-233,11,3,2,4,3,1,369488,17357.wav
68390,-226,-213,11,2,1,3,4,1,779088,17358.wav
68392,-225,-218,10,2,2,3,3,1,631632,17359.wav
68393,228,233,11,2,2,3,4,1,795472,17360.wav
68397,-226,-233,11,2,3,3,4,1,754512,17361.wav
68408,-228,-233,11,1,2,4,3,1,467792,17362.wav
68422,-201,-225,10,2,2,3,3,1,844624,17363.wav
68424,111,233,11,2,1,2,3,1,648016,17364.wav
68431,111,226,11,2,2,3,3,1,336720,17365.wav
68432,-111,-226,11,2,2,3,3,1,631632,17366.wav
68438,213,233,11,2,3,4,4,1,1549136,17367.wav
68440,228,233,11,1,2,2,3,1,1016656,17368.wav
68441,-228,-233,11,3,1,4,3,1,418640,17369.wav
68443,111,213,11,1,2,2,3,1,557904,17370.wav
68455,-213,-228,11,2,1,3,3,1,631632,17371.wav
68461,-111,-233,11,2,1,2,3,1,672592,17372.wav
68464,-213,-233,11,2,1,3,4,1,893776,17373.wav
68468,-213,-228,4,2,2,3,4,1,353104,17374.wav
68475,213,233,11,2,2,3,3,1,533328,17375.wav
68476,228,233,11,2,3,3,3,1,541520,17376.wav
68478,215,217,6,0,0,0,0,1,336720,17377.wav
68491,-228,-233,3,2,3,4,4,1,451408,17378.wav
68497,213,233,11,2,2,3,2,1,467792,17379.wav
68508,203,218,11,2,2,4,3,1,328528,17380.wav
68510,-228,-233,11,2,2,4,4,1,344912,17381.wav
68512,-228,-233,11,2,1,3,4,1,1196880,17382.wav
68516,120,233,11,2,1,2,3,1,639824,17383.wav
68518,111,228,11,2,1,3,4,1,746320,17384.wav
68520,111,233,11,2,3,2,4,1,557904,17385.wav
68529,228,233,11,2,3,2,4,1,377680,17386.wav
68530,228,233,11,2,3,3,3,1,344912,17387.wav
68535,-225,-203,10,2,3,3,4,1,729936,17388.wav
68538,-225,-203,10,3,2,3,3,1,475984,17389.wav
68540,226,233,11,2,2,4,2,1,942928,17390.wav
68543,226,233,11,2,2,3,3,1,377680,17391.wav
68548,203,218,11,2,3,3,4,1,557904,17392.wav
68551,201,218,11,2,2,2,4,1,500560,17393.wav
68555,-226,-228,4,2,2,3,3,1,770896,17394.wav
68560,-205,-218,4,2,2,3,3,1,742300,17395.wav
68560,205,218,11,2,2,3,3,742301,1024848,17396.wav
68561,-201,-203,11,3,2,3,3,1,885584,17397.wav
68562,-228,-233,10,2,2,3,3,1,1352528,17398.wav
68564,-201,-203,11,2,2,4,3,1,336720,17399.wav
68565,228,233,11,2,3,3,3,1,341346,17400.wav
68565,-213,-233,11,1,2,3,3,341347,623440,17401.wav
68569,-213,-233,11,2,2,3,4,1,1172304,17402.wav
68571,228,233,11,2,3,3,4,1,435024,17403.wav
68586,228,233,11,2,3,3,4,1,1114960,17404.wav
68589,204,218,11,2,3,3,4,1,451408,17405.wav
68592,228,0,11,2,2,4,3,1,508752,17406.wav
68595,-228,-233,4,2,2,3,3,1,170688,17407.wav
68595,228,233,11,2,2,3,3,170689,844624,17408.wav
68600,-228,-233,11,1,2,4,2,1,320336,17409.wav
68603,205,218,11,2,3,3,4,1,320336,17410.wav
68604,205,218,11,2,3,4,3,1,320336,17411.wav
68605,-203,-218,11,1,2,4,3,1,533328,17412.wav
68606,228,233,11,2,1,4,4,1,1065808,17413.wav
68608,226,233,11,2,2,3,3,1,1205072,17414.wav
68611,-226,-233,4,2,2,3,3,1,526543,17415.wav
68611,226,233,11,2,2,3,3,526544,2147152,17416.wav
68616,-228,-226,11,2,2,3,3,1,893776,17417.wav
68620,-120,-228,11,2,3,2,4,1,336720,17418.wav
68621,203,218,11,2,3,3,4,1,328528,17419.wav
68622,-201,-203,4,2,2,3,3,1,803664,17420.wav
68623,228,233,11,3,2,3,3,1,353104,17421.wav
68624,-233,-226,11,2,3,3,4,1,353104,17422.wav
68626,233,226,11,2,3,3,4,1,402256,17423.wav
68628,-201,-203,4,2,2,3,3,1,527434,17424.wav
68628,-201,-203,11,2,2,3,3,527435,992080,17425.wav
68629,-201,-203,11,2,2,4,3,1,402256,17426.wav
68630,228,233,11,1,2,4,3,1,435024,17427.wav
68632,-228,-233,11,3,2,3,3,1,533328,17428.wav
68633,-228,-233,4,2,2,3,4,1,1229648,17429.wav
68635,-228,-233,11,2,3,3,3,1,336720,17430.wav
68645,-201,-203,11,2,2,3,4,141468,820048,17431.wav
68646,-228,-213,11,2,2,3,3,1,680784,17432.wav
68648,213,233,11,2,2,3,3,1,508752,17433.wav
68649,-228,-233,11,2,2,3,3,1,648016,17434.wav
68651,-228,-233,11,2,2,3,3,1,320336,17435.wav
68652,213,228,11,2,2,3,3,1,336720,17436.wav
68655,226,228,3,2,3,3,3,1,648016,17437.wav
68660,226,233,11,2,3,2,3,1,451408,17438.wav
68661,120,228,11,2,1,2,3,1,656208,17439.wav
68662,120,233,11,2,1,2,3,1,1139536,17440.wav
68664,203,218,11,3,2,4,3,1,607056,17441.wav
68665,-203,-218,4,2,2,3,3,1,672592,17442.wav
68666,-203,-218,4,2,2,3,3,1,328528,17443.wav
68668,-203,-218,4,2,2,4,3,1,533328,17444.wav
68670,213,233,11,2,1,3,4,1,1270608,17445.wav
68674,228,233,11,2,2,3,3,1,688976,17446.wav
68677,228,233,11,3,2,3,3,1,402256,17447.wav
68680,201,218,11,2,2,3,3,1,525136,17448.wav
68684,226,233,11,3,2,3,3,1,475984,17449.wav
68687,213,233,11,1,2,3,3,1,405209,17450.wav
68687,120,228,11,2,3,3,4,405210,1467216,17451.wav
68689,-111,-120,0,2,2,3,3,1,516944,17452.wav
68690,-204,-225,4,2,2,3,3,1,500560,17453.wav
68691,-204,-225,10,2,2,3,4,1,574288,17454.wav
68693,225,218,11,2,3,3,4,1,475984,17455.wav
68694,-201,-218,11,2,2,3,4,1,328528,17456.wav
68697,-228,-233,10,3,2,3,3,1,787280,17457.wav
68701,120,228,11,2,1,3,3,1,467792,17458.wav
68709,-228,-233,11,3,2,3,3,1,96884,17459.wav
68709,228,233,11,2,2,3,3,96885,1524560,17460.wav
68712,228,233,11,1,2,3,3,1,729936,17461.wav
68724,213,233,11,2,2,3,3,1,336720,17462.wav
68730,-233,-226,11,1,1,3,3,1,115572,17463.wav
68730,-226,-233,11,2,2,4,4,115573,394064,17464.wav
68734,233,226,11,3,3,0,3,1,680784,17465.wav
68762,-111,-233,11,2,1,3,4,1,729936,17466.wav
68765,-204,-203,4,2,2,4,4,209775,484176,17467.wav
68771,226,233,11,2,2,3,3,1,443216,17468.wav
68774,204,218,11,2,2,3,3,1,492368,17469.wav
68775,204,218,11,2,2,4,4,1,459600,17470.wav
68778,-203,-218,11,2,2,3,4,1,500560,17471.wav
68779,225,218,11,2,3,3,4,1,385872,17472.wav
68781,-228,-233,11,2,2,3,2,1,688976,17473.wav
68783,-120,-233,11,2,1,2,4,1,688976,17474.wav
68784,-213,-233,11,2,1,3,3,1,2179920,17475.wav
68786,-213,-233,11,2,2,3,3,1,467792,17476.wav
68790,226,233,11,2,2,4,4,1,377680,17477.wav
68803,-226,-233,11,2,2,3,3,1,877392,17478.wav
68812,-205,-218,11,2,3,3,2,1,385872,17479.wav
68814,213,233,11,2,2,3,3,1,336720,17480.wav
68816,-203,-218,4,2,3,3,2,1,992080,17481.wav
68820,-226,-233,11,2,2,3,3,1,910160,17482.wav
68822,-213,-233,11,2,2,3,3,105890,1000272,17483.wav
68827,-213,-233,11,2,2,3,3,1,377680,17484.wav
68831,-213,-226,4,2,2,3,3,1,623440,17485.wav
68833,-203,-225,4,2,3,3,3,1,811856,17486.wav
68836,-203,-225,4,2,2,3,4,1,983888,17487.wav
68838,111,226,11,2,1,3,3,1,680784,17488.wav
68840,213,233,11,2,2,3,3,193613,1041232,17489.wav
68842,226,213,11,2,2,3,3,1,136069,17490.wav
68842,-226,-213,11,2,2,3,3,136070,406794,17491.wav
68842,213,233,11,2,2,3,3,406795,1344336,17492.wav
68845,204,218,11,2,3,3,4,1,746320,17493.wav
68847,-228,-213,4,1,2,3,3,1,656208,17494.wav
68849,-228,-213,4,2,2,3,3,1,418640,17495.wav
68850,-228,-213,4,2,2,4,3,1,443216,17496.wav
68852,-120,-111,3,2,2,3,3,1,328528,17497.wav
68853,213,233,11,2,2,3,3,1,402256,17498.wav
68854,-111,-120,3,2,2,3,3,1,336720,17499.wav
68855,-204,-218,4,2,3,4,3,1,590672,17500.wav
68856,213,233,11,2,2,3,3,1,328528,17501.wav
68865,228,233,11,1,2,4,3,1,1098576,17502.wav
68867,228,233,11,2,2,3,2,1,328528,17503.wav
68869,-201,-203,11,2,3,3,3,1,496654,17504.wav
68869,201,203,11,2,2,3,4,496655,1074000,17505.wav
68871,228,233,11,2,2,3,3,220806,500560,17506.wav
68877,213,233,11,1,2,4,3,1,435024,17507.wav
68880,205,218,11,2,3,3,4,1,344912,17508.wav
68881,204,218,11,2,1,3,4,1,361296,17509.wav
68883,-204,-218,11,2,1,3,4,1,688976,17510.wav
68901,-225,-218,11,2,2,3,4,1,426832,17511.wav
68902,-201,-218,11,3,3,4,4,1,328528,17512.wav
68918,-201,-204,10,2,3,3,4,1,713552,17513.wav
68921,-201,-204,4,2,2,3,3,1,942928,17514.wav
68922,-201,-204,4,2,2,3,3,1,3130192,17515.wav
68924,-120,-213,11,2,3,2,3,1,377680,17516.wav
68926,226,233,11,2,2,3,3,1,377680,17517.wav
68930,-201,-225,11,2,2,3,3,1,516944,17518.wav
68935,226,233,11,2,2,3,3,1,361296,17519.wav
68936,213,233,11,2,2,3,3,1,516944,17520.wav
68940,-205,-218,11,2,2,3,3,1,328528,17521.wav
68941,201,204,11,2,2,3,3,1,341754,17522.wav
68941,-201,-204,4,2,2,3,3,341755,1737372,17523.wav
68941,201,203,11,2,2,3,3,1737373,2319673,17524.wav
68941,-201,-205,4,2,2,3,3,2319674,3474256,17525.wav
68942,225,218,11,2,2,3,3,1,705360,17526.wav
68944,213,233,11,2,2,4,4,1,500560,17527.wav
68947,-225,-205,4,2,2,3,3,1,1893200,17528.wav
68948,-225,-205,4,2,2,3,3,1,926544,17529.wav
68953,225,205,11,2,2,3,3,1,443216,17530.wav
68954,225,218,11,2,2,4,3,1,426832,17531.wav
68955,201,225,10,3,2,3,3,1,336720,17532.wav
68959,203,218,11,2,3,4,4,1,426832,17533.wav
68960,-205,-225,11,2,2,3,3,1,631632,17534.wav
68962,226,233,11,1,2,3,3,1,1508176,17535.wav
68969,-213,-233,3,2,3,3,3,1,336720,17536.wav
68973,213,233,11,2,2,3,4,1,328528,17537.wav
68975,-111,-233,11,2,1,2,3,1,820048,17538.wav
68977,226,233,11,2,2,3,3,177900,451408,17539.wav
68984,204,218,11,2,3,3,4,1,566096,17540.wav
68986,204,218,11,3,3,3,4,1,574288,17541.wav
68987,228,226,0,2,2,3,3,1,336720,17542.wav
68991,-111,-213,11,2,1,2,3,1,934736,17543.wav
68996,-228,-233,11,1,2,4,3,1,926544,17544.wav
69001,213,226,11,3,2,3,3,1,369488,17545.wav
69004,-201,-204,11,3,2,4,3,1,672592,17546.wav
69005,-228,-233,11,1,2,3,3,1,1000272,17547.wav
69007,-213,-228,4,2,1,3,3,1,100763,17548.wav
69007,213,233,11,2,2,3,3,100764,360955,17549.wav
69007,-213,-233,11,2,2,3,3,360956,626660,17550.wav
69007,-213,-233,4,2,2,3,3,626661,1565520,17551.wav
69013,120,228,11,2,1,3,2,1,336720,17552.wav
69014,0,0,6,0,0,0,0,1,492368,17553.wav
69015,228,233,11,1,2,3,4,1,738128,17554.wav
69024,228,233,11,3,2,4,3,1,426832,17555.wav
69027,-228,-233,11,3,2,4,3,1,615248,17556.wav
69031,-228,-233,11,3,2,4,3,1,467792,17557.wav
69033,201,218,11,2,3,3,4,1,713552,17558.wav
69034,-111,-213,11,0,1,0,2,1,557904,17559.wav
69039,-226,-233,11,2,2,3,3,110283,901968,17560.wav
69044,226,228,11,2,2,3,3,1,377680,17561.wav
69046,213,233,11,2,2,3,3,432921,1352528,17562.wav
69048,-213,-233,11,2,2,3,3,1,1041232,17563.wav
69055,226,233,11,2,2,3,3,1,385872,17564.wav
69059,203,218,11,3,2,3,3,1,566096,17565.wav
69067,-226,-233,11,2,2,4,4,1,385872,17566.wav
69073,204,218,11,2,3,3,4,1,336720,17567.wav
69074,201,218,11,2,3,3,3,1,459600,17568.wav
69079,-228,-226,4,2,2,3,3,1,328528,17569.wav
69080,-233,-226,11,2,1,3,4,1,320336,17570.wav
69083,201,225,11,2,2,3,3,408877,574288,17571.wav
69084,201,225,11,2,2,3,3,1,344912,17572.wav
69085,201,218,11,2,2,3,3,1,394064,17573.wav
69089,-201,-204,4,2,2,3,3,1,377680,17574.wav
69094,-201,-204,4,2,2,3,3,1,418640,17575.wav
69095,-201,-204,4,2,2,3,3,1,1114960,17576.wav
69096,-120,-111,3,2,2,3,3,1,336720,17577.wav
69097,-204,-218,11,2,1,3,3,1,1434448,17578.wav
69102,-213,-228,11,2,1,3,4,1,247300,17579.wav
69102,-226,-233,11,2,2,3,3,247301,1024848,17580.wav
69106,205,218,11,2,3,3,3,1,328528,17581.wav
69108,-226,-233,11,1,2,3,3,1,309845,17582.wav
69108,-226,-233,11,2,2,4,3,309846,598864,17583.wav
69114,213,233,11,1,2,3,3,1,1213264,17584.wav
69116,213,233,11,2,2,4,3,1,754512,17585.wav
69121,-225,-203,4,2,2,3,3,158815,1303376,17586.wav
69122,-225,-203,4,2,2,3,3,1,1123152,17587.wav
69126,228,233,11,2,2,3,3,1,598864,17588.wav
69140,226,233,11,2,2,3,3,1,615248,17589.wav
69142,207,209,6,0,0,0,0,1,328528,17590.wav
69146,203,218,11,2,1,3,4,1,320336,17591.wav
69147,203,218,11,2,3,3,3,1,131122,17592.wav
69147,-203,-218,11,2,2,3,4,131123,803664,17593.wav
69148,-226,-228,11,2,2,3,3,1,525136,17594.wav
69150,-226,-213,11,2,2,3,3,1,1352528,17595.wav
69152,-228,-233,11,2,2,3,3,1,443216,17596.wav
69157,-228,-233,11,2,2,3,3,1,590672,17597.wav
69158,-205,-218,11,2,2,3,4,1,574288,17598.wav
69160,-203,-218,4,2,2,3,3,1,770896,17599.wav
69161,204,218,11,2,3,3,3,1,574288,17600.wav
69162,-201,-218,4,2,3,3,4,1,1024848,17601.wav
69167,-120,-233,10,2,3,3,3,1,574288,17602.wav
69169,-226,-233,4,2,2,3,3,1,885584,17603.wav
69171,-226,-233,4,2,2,3,3,1,598864,17604.wav
69173,-226,-213,11,2,2,3,3,1,1680208,17605.wav
69177,-201,-203,11,2,2,3,3,1,811856,17606.wav
69180,-213,-233,11,3,2,2,3,1,516944,17607.wav
69184,204,218,11,2,3,3,2,1,361296,17608.wav
69185,-228,-213,4,2,2,3,3,1,1729360,17609.wav
69188,-228,-233,11,2,2,3,3,1,241602,17610.wav
69188,-228,-233,4,2,2,3,3,241603,2481235,17611.wav
69188,228,233,11,2,2,4,3,2481236,3203920,17612.wav
69194,-201,-203,4,2,2,3,3,1,336720,17613.wav
69195,-201,-203,4,2,2,3,3,1,328528,17614.wav
69197,-201,-203,4,2,2,3,3,1,320336,17615.wav
69198,-201,-203,4,2,2,3,3,1,459600,17616.wav
69199,-201,-203,4,2,2,3,3,1,336720,17617.wav
69201,-201,-203,4,2,2,3,3,1,344912,17618.wav
69203,-201,-203,4,2,2,3,3,1,353104,17619.wav
69206,-201,-203,4,2,2,3,3,1,344912,17620.wav
69207,-201,-203,4,2,2,3,3,1,336720,17621.wav
69208,-201,-203,4,2,2,3,3,1,1008464,17622.wav
69212,-201,-203,11,2,2,3,3,1,1041232,17623.wav
69216,-204,-218,4,2,2,3,3,1,533328,17624.wav
69218,204,218,12,2,2,3,3,1,481157,17625.wav
69218,-201,-218,12,2,2,3,3,481158,1123152,17626.wav
69221,226,233,10,2,2,3,3,1,426832,17627.wav
69229,204,218,11,2,2,3,3,1,89342,17628.wav
69229,-204,-218,11,2,2,3,3,89343,836432,17629.wav
69231,201,203,11,2,2,3,3,1,475984,17630.wav
69233,-205,-218,11,2,2,3,3,1,574288,17631.wav
69235,0,0,6,0,0,0,0,246825,516944,17632.wav
69237,0,0,6,0,0,0,0,1,336720,17633.wav
69241,204,218,4,2,2,3,4,1,598864,17634.wav
69242,-204,-218,11,2,2,3,3,1,656208,17635.wav
69243,204,218,4,2,2,3,3,1,533328,17636.wav
69245,-204,-218,4,2,2,3,3,1,475984,17637.wav
69248,202,0,6,2,0,3,0,1,418640,17638.wav
69249,-205,-218,12,2,2,3,3,1,328528,17639.wav
69251,-205,-218,12,2,2,3,3,1,344912,17640.wav
69252,-204,-218,12,2,2,3,3,1,484176,17641.wav
69260,226,233,11,2,2,3,3,1,738128,17642.wav
69262,226,233,11,2,2,3,3,1,607056,17643.wav
69264,228,233,11,2,2,3,3,1,566096,17644.wav
69266,201,218,12,2,2,3,3,1,328528,17645.wav
69267,204,218,12,2,2,3,3,1,361296,17646.wav
69268,-204,-218,12,2,2,3,3,1,688976,17647.wav
69269,201,225,12,2,2,3,3,1,353104,17648.wav
69275,-201,-225,4,2,2,3,3,1,828240,17649.wav
69277,-225,-218,12,2,2,3,3,1,598864,17650.wav
69278,228,233,12,2,2,3,3,1,451408,17651.wav
69280,203,0,1,2,0,3,0,118715,484176,17652.wav
69281,0,0,1,0,0,0,0,168215,484176,17653.wav
69290,225,218,12,2,2,3,3,1,369488,17654.wav
69299,-205,-204,4,2,2,3,3,1,541520,17655.wav
69301,231,0,6,2,0,3,0,1,574288,17656.wav
69305,-201,-225,12,2,2,3,3,1,426832,17657.wav
69306,-201,-225,4,2,2,3,3,1,525136,17658.wav
69307,-201,-225,4,2,2,3,3,1,623440,17659.wav
69309,-201,-225,12,2,2,3,3,1,607056,17660.wav
69310,201,225,12,2,2,3,3,1,344912,17661.wav
69311,-225,-204,4,2,2,3,3,1,492368,17662.wav
69312,-201,-203,12,2,2,3,3,1,353104,17663.wav
69314,-201,-203,4,2,2,3,3,1,852816,17664.wav
69315,215,217,6,0,0,0,0,1,492368,17665.wav
69317,120,233,6,2,2,2,3,1,410448,17666.wav
69322,-111,-213,12,3,2,4,3,1,320336,17667.wav
69323,-120,-213,12,2,2,4,3,1,96125,17668.wav
69323,-120,-111,11,3,2,4,3,96126,648016,17669.wav
69325,120,213,12,2,2,3,3,1,361296,17670.wav
69333,-225,-204,4,2,2,3,3,1,467792,17671.wav
69336,-225,-204,4,2,2,3,3,1,385872,17672.wav
69337,-204,-205,11,2,2,3,3,1,762704,17673.wav
69341,-201,-225,11,2,2,3,3,1,959312,17674.wav
69343,201,225,11,2,2,3,3,1,328528,17675.wav
69345,202,0,6,2,0,3,0,1,623440,17676.wav
69355,-228,-233,11,2,2,3,3,1,1311568,17677.wav
69360,-201,-203,11,2,2,3,3,1,852816,17678.wav
69361,-213,-233,11,2,3,3,4,1,615248,17679.wav
69365,-213,-233,11,1,2,3,3,1,541520,17680.wav
69372,-201,-203,4,2,2,3,3,1,1516368,17681.wav
69379,-213,-228,11,2,3,3,4,1,639824,17682.wav
69384,228,233,11,3,2,3,4,1,1049424,17683.wav
69387,-111,-226,3,2,2,2,3,1,353104,17684.wav
69389,226,233,11,2,3,3,4,1,562668,17685.wav
69389,-226,-233,11,2,3,4,4,562669,885584,17686.wav
69393,-111,0,11,0,0,2,0,1,328528,17687.wav
69398,-111,-228,11,2,2,2,3,1,402256,17688.wav
69400,228,233,11,2,1,4,4,1,1205072,17689.wav
69402,120,111,3,2,2,3,3,1,385872,17690.wav
69409,228,233,11,2,3,4,4,1,344912,17691.wav
69411,228,233,11,2,2,4,3,1,762704,17692.wav
69417,226,233,11,1,2,4,3,1,697168,17693.wav
69421,228,233,4,2,3,3,3,1,505807,17694.wav
69421,228,233,11,2,2,3,3,505808,1090384,17695.wav
69425,228,213,11,2,2,3,3,1,336720,17696.wav
69433,-204,-203,11,1,2,3,3,1,1434448,17697.wav
69434,-204,-203,11,2,2,4,4,1,680784,17698.wav
69443,120,213,11,2,1,2,3,1,1049424,17699.wav
69444,-228,-233,10,2,2,3,3,1,688976,17700.wav
69446,-120,-228,11,2,1,3,3,1,492368,17701.wav
69460,-228,-226,11,1,2,3,3,1,459600,17702.wav
69464,228,233,11,2,3,2,2,1,426832,17703.wav
69475,226,233,11,2,3,3,2,1,582480,17704.wav
69477,-111,-120,3,2,2,3,3,1,336720,17705.wav
69479,-213,-226,11,1,2,3,3,1,353104,17706.wav
69480,-111,-213,11,2,2,2,3,1,688976,17707.wav
69485,-111,-233,11,2,1,2,4,1,795472,17708.wav
69486,111,233,11,3,1,2,4,1,566096,17709.wav
69490,213,233,10,2,3,3,2,1,1131344,17710.wav
69491,226,233,11,2,2,3,3,1,893776,17711.wav
69496,-226,-228,11,2,2,3,3,1,508752,17712.wav
69498,226,228,11,2,2,3,3,1,459600,17713.wav
69500,-226,-228,11,2,2,3,3,1,402256,17714.wav
69501,-226,-228,11,2,2,3,4,1,426832,17715.wav
69505,-226,-228,11,2,2,3,3,212382,541520,17716.wav
69508,-226,-228,11,2,2,3,3,1,435024,17717.wav
69510,225,218,11,2,3,3,4,1,377680,17718.wav
69511,-226,-228,11,2,2,3,3,1,402256,17719.wav
69518,-226,-233,3,2,2,3,3,187399,426832,17720.wav
69519,-226,-233,3,2,2,3,3,1,311568,17721.wav
69519,226,233,3,2,2,3,2,311569,1082192,17722.wav
