Emitter,File Name,FileID,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample
216,68622.wav,231435,221,12,2,2,3,3,1,336720
215,53755.wav,195001,207,12,2,2,3,3,1,1114960
215,50738.wav,185639,207,12,2,2,3,3,1,369488
215,19077.wav,72770,217,6,0,0,0,0,1,328528
215,82245.wav,261803,220,12,2,2,3,3,185746,492368
228,20600.wav,77374,213,11,2,2,3,3,1,320336
226,24175.wav,90827,233,11,2,2,3,3,1,746320
228,18553.wav,71514,233,11,1,2,3,3,1,1082192
215,41741.wav,160342,220,12,2,2,4,3,1,1106768
220,76163.wav,246595,207,12,2,2,3,3,1,344912
220,82372.wav,262070,215,11,2,2,2,4,1,336720
226,36195.wav,139773,233,12,2,2,3,3,364327,861008
228,17460.wav,68709,233,11,2,2,3,3,96885,1524560
215,50835.wav,185807,220,12,2,2,3,3,1,336720
226,21097.wav,79855,233,3,2,2,3,3,1,607056
211,46885.wav,174416,231,12,2,2,3,3,1,344912
215,52634.wav,191305,220,12,2,2,3,3,1,328528
220,38510.wav,149877,0,12,2,2,3,3,1,369488
226,13065.wav,56538,0,11,2,2,3,3,1,336720
216,84865.wav,266741,221,12,2,2,3,3,1,394064
211,75095.wav,244957,231,12,2,2,3,3,1,320336
111,7531.wav,34551,0,6,3,2,3,3,1,328528
231,25012.wav,93859,203,6,2,2,4,3,1,688976
231,77024.wav,247824,221,12,2,2,3,3,1,328528
215,88296.wav,273035,231,12,2,2,3,3,1,328528
230,76186.wav,246629,207,12,2,2,3,3,1,320336
220,65722.wav,225954,230,12,2,2,3,3,1,451408
211,52502.wav,190991,216,12,2,2,3,3,1,311468
210,42084.wav,161793,207,12,2,2,3,3,1,426832
215,53782.wav,195040,207,12,2,2,3,3,180327,664400
215,71437.wav,236283,230,12,2,2,3,3,1,328528
215,76463.wav,246977,207,12,2,2,3,3,1,369488
215,69486.wav,232764,207,12,2,3,3,3,1,328528
215,42725.wav,162837,207,12,2,2,3,3,1,336720
215,87569.wav,271811,220,12,2,2,3,3,1,336720
226,30573.wav,120987,233,11,2,2,3,3,1,492368
231,59071.wav,208735,208,11,2,2,3,2,1,574288
211,51352.wav,186950,221,12,2,2,3,3,1,377680
220,38260.wav,148725,0,6,2,0,3,0,1,1074000
230,71057.wav,235565,207,12,2,2,3,3,1,500560
230,40851.wav,158741,207,12,2,2,3,3,1,422456
210,78197.wav,250662,207,12,2,2,3,3,1,549712
111,33247.wav,130174,233,10,2,2,3,3,1,525136
215,43811.wav,167373,207,2,2,2,3,3,1,336720
230,80465.wav,257026,207,12,2,2,3,3,1,353104
220,54655.wav,196731,210,2,2,2,3,3,1,328528
216,57383.wav,201542,231,12,2,2,3,3,1,328528
211,76401.wav,246905,231,12,2,2,3,3,1,320336
228,16549.wav,65713,233,3,2,2,2,3,1,361296
231,49096.wav,180526,208,11,2,2,2,3,1,328528
230,69983.wav,233507,215,11,2,2,3,2,1,770896
226,27665.wav,106613,233,9,2,2,3,3,1,607603
231,68511.wav,231295,208,12,2,2,3,3,1,656208
231,42933.wav,164750,221,3,2,2,3,3,1,394064
215,80548.wav,257160,207,11,2,2,3,3,1,377680
111,26493.wav,98452,233,11,2,3,2,3,1,402256
215,41673.wav,160228,210,12,2,2,3,3,1,353104
215,78185.wav,250641,207,12,2,2,3,3,1,459600
210,84094.wav,265062,221,11,2,2,3,3,1,320336
216,51489.wav,187150,211,12,2,2,3,3,1,328528
111,36467.wav,140327,228,11,2,2,3,3,1,656208
226,21919.wav,83899,233,11,2,2,3,3,1,336720
215,44636.wav,168772,230,12,2,2,3,3,1,336720
111,35117.wav,135076,228,11,2,1,3,3,1,500560
230,67129.wav,228449,220,12,2,2,3,3,1,320336
216,80863.wav,257994,208,12,2,2,3,3,1,320336
210,66239.wav,226871,220,9,2,2,3,3,1,361296
226,24485.wav,91745,233,11,2,2,3,3,1,418640
210,72431.wav,238469,207,12,2,2,3,3,1,394064
111,32974.wav,128780,226,11,2,2,3,3,1,639824
216,25045.wav,93993,0,6,2,0,3,0,1,344912
228,37017.wav,143417,216,11,3,2,3,3,1,377680
230,89643.wav,275300,221,9,2,2,3,3,1,320336
215,80985.wav,258215,207,9,2,2,3,3,1,320336
216,45293.wav,169964,208,12,2,2,3,3,1,385872
215,40346.wav,157238,207,12,2,2,3,3,1,590672
216,78492.wav,251464,231,12,2,2,3,3,1,336720
230,81300.wav,259870,221,11,2,2,3,3,1,306227
220,76747.wav,247485,207,12,2,2,3,3,1,344912
211,34220.wav,133161,218,11,2,2,3,3,1,500560
210,84608.wav,265980,221,12,2,2,3,3,1,1688400
228,37388.wav,144977,233,4,2,2,3,3,1,1262416
211,29876.wav,117215,0,6,3,0,4,0,1,336720
216,79143.wav,252655,208,12,2,2,3,3,1,328528
215,41791.wav,160409,207,11,2,2,3,3,1,377680
210,42362.wav,162210,207,12,2,2,3,3,1,648016
211,85117.wav,267269,208,12,2,2,3,3,1,426832
230,41092.wav,159204,220,5,2,2,3,3,1,344912
231,43144.wav,166055,208,11,2,2,3,3,1,754512
226,25386.wav,95066,233,11,2,3,3,3,1,406236
210,45486.wav,170412,215,7,2,2,3,3,1,336720
228,24202.wav,90952,233,10,2,2,3,3,1,762704
215,51490.wav,187152,207,12,2,2,3,3,1,336720
111,15577.wav,63347,226,11,2,1,3,3,1,467792
210,41690.wav,160264,207,12,2,2,3,3,1,566096
211,74391.wav,243723,208,12,2,2,3,3,1,135766
220,69838.wav,233266,207,12,2,2,3,3,1,467792
226,27610.wav,106539,233,11,3,2,2,3,1,1049424
215,38625.wav,150222,220,12,2,2,3,3,1,320336
211,87229.wav,271220,208,12,2,2,3,3,1,320336
211,72414.wav,238451,221,12,2,2,3,3,1,336720
215,51782.wav,188644,207,9,2,2,3,3,1,336720
231,86068.wav,269264,208,2,2,2,3,3,1,484176
111,9673.wav,41885,0,6,2,0,4,0,1,328528
231,75949.wav,246321,208,11,2,2,3,2,1,344912
220,38302.wav,148873,0,6,2,0,3,0,1,344912
230,38088.wav,147680,0,6,2,0,3,0,1,369488
230,42875.wav,164304,207,12,2,2,3,3,1,607056
220,38321.wav,148942,0,6,3,0,3,0,1,533328
220,77231.wav,248197,207,12,2,2,3,3,1,336720
211,47520.wav,176105,231,12,2,2,3,3,1,336720
226,23548.wav,89040,233,11,2,2,3,3,1,344912
111,29920.wav,117360,228,12,2,2,4,3,1,361296
220,73553.wav,242198,230,9,2,2,3,3,1,336720
228,20904.wav,78441,233,11,2,2,3,3,1,738128
228,17098.wav,67616,233,10,2,3,3,3,1,656208
215,89315.wav,274893,208,9,2,2,3,3,1,320336
226,17925.wav,69971,233,11,2,2,4,4,1,320336
211,16417.wav,65253,218,12,2,2,3,3,1,369488
230,88557.wav,273520,221,12,2,2,3,3,1,209227
215,89855.wav,287715,208,9,2,2,3,3,1,361296
215,90689.wav,291260,221,9,2,2,3,3,1,705360
211,76832.wav,247595,216,12,2,2,3,3,1,328528
228,28189.wav,108539,233,11,2,2,3,3,1,705360
211,61408.wav,213076,208,12,2,2,3,3,1,369488
211,27016.wav,100903,0,6,3,0,4,0,1,320336
231,78193.wav,250653,208,12,2,2,3,3,1,574288
228,27746.wav,107017,233,11,2,2,4,4,1,721744
215,59018.wav,208653,220,12,2,2,3,3,1,328528
211,61216.wav,212705,221,12,2,2,3,3,647739,1254224
215,65532.wav,225725,207,9,2,2,3,3,1,508752
211,90638.wav,291082,208,3,2,2,3,3,1,320336
216,40748.wav,158547,231,12,2,2,3,3,1,328528
216,74475.wav,243862,221,9,2,2,3,3,1,353104
230,66038.wav,226450,215,12,2,2,3,3,1,394064
230,87974.wav,272462,207,11,2,2,3,3,1,328528
220,73564.wav,242236,207,12,2,2,3,3,1,361296
210,44620.wav,168750,207,12,2,2,3,3,1,183858
230,45941.wav,171371,207,12,2,2,3,3,1,328528
228,30903.wav,122168,233,11,2,2,3,3,438731,836432
231,85357.wav,267922,208,12,2,2,3,3,1,435024
230,51316.wav,186880,207,12,2,2,3,3,1,328528
211,47644.wav,176400,221,12,2,2,3,3,1,361296
111,23867.wav,89751,0,11,1,2,2,3,1,320336
230,77446.wav,248908,207,12,2,2,3,3,1,402256
215,85013.wav,267119,231,12,2,2,3,3,1,328528
211,84821.wav,266638,208,12,2,2,3,3,1,385872
230,54845.wav,197075,0,6,2,0,3,0,1,353104
231,68556.wav,231355,221,12,2,2,3,3,1,336720
216,79478.wav,253194,208,12,2,2,3,3,1,451408
231,49032.wav,180312,208,12,2,2,3,3,1,344912
215,85207.wav,267506,208,11,2,2,2,3,1,336720
211,32533.wav,127221,0,6,2,0,3,0,1,344912
216,23546.wav,89035,228,12,3,2,3,3,1,680784
215,44154.wav,167952,207,12,2,2,3,3,1,328528
215,73335.wav,241650,230,12,2,2,3,3,1,328528
228,20949.wav,78815,233,4,2,2,3,3,1,1024848
230,44430.wav,168481,0,6,2,0,0,0,1,353104
215,63945.wav,220673,220,12,2,2,3,3,1,328528
230,80962.wav,258187,220,12,2,2,3,3,1,328528
216,50818.wav,185776,211,12,2,2,3,3,1,394064
215,87652.wav,271913,220,12,2,2,3,3,1,443216
216,68621.wav,231433,221,12,2,2,3,3,534836,1033040
216,80305.wav,256780,221,12,2,2,3,3,1,320336
220,66010.wav,226409,207,12,2,2,3,3,1,336720
111,7559.wav,34641,0,6,0,0,0,0,1,328528
226,17988.wav,70058,233,11,2,2,3,4,1,435024
111,8999.wav,39867,0,11,2,2,3,3,1,361296
231,78633.wav,251746,208,12,2,2,3,3,1,967504
215,76929.wav,247718,220,12,2,2,3,3,1,328528
216,76862.wav,247628,208,12,2,2,3,3,1,910160
220,38128.wav,148080,0,6,3,0,2,0,1,353104
231,82173.wav,261705,208,12,2,2,3,3,1,451408
215,39655.wav,155151,207,12,2,2,3,3,1,672592
215,70768.wav,235018,220,12,2,2,3,3,1,328528
111,7511.wav,34476,0,6,2,2,4,3,1,762704
215,68836.wav,231757,210,12,2,2,3,3,1,344912
226,29563.wav,112963,233,11,2,2,3,3,1,516944
215,64768.wav,223414,207,12,2,2,3,3,1,328528
216,34298.wav,133307,233,10,3,2,3,3,1,688976
228,16623.wav,66414,233,4,2,1,3,3,1,705360
215,51641.wav,187713,207,12,2,2,3,3,1,738128
211,67540.wav,229123,208,12,2,2,3,3,1,418640
211,67055.wav,228347,208,12,2,2,3,3,1,320336
216,89833.wav,287427,207,12,2,2,3,3,1,574288
230,66192.wav,226804,215,12,2,2,3,3,503828,932102
226,24273.wav,91209,233,11,2,2,4,3,1,1050102
215,87241.wav,271235,208,9,2,2,3,3,1,328528
211,30540.wav,120922,0,6,2,0,3,0,1,344912
210,82734.wav,262704,221,12,2,2,3,3,1,328528
231,46501.wav,173322,208,12,3,2,2,3,1,328528
226,16860.wav,67121,233,11,2,2,3,3,1,435024
231,80342.wav,256819,208,12,2,2,3,3,625183,1164112
211,71497.wav,236417,208,12,2,2,3,3,1,320336
215,52009.wav,189684,207,9,2,2,3,3,1,1401680
220,38108.wav,147942,0,6,2,0,3,0,1,353104
226,21831.wav,83733,233,11,2,2,4,3,1,615248
226,20536.wav,77216,213,11,2,2,3,3,1,328528
230,72635.wav,238859,207,12,2,2,3,3,1,525136
215,75907.wav,246260,230,12,2,2,3,3,1,344912
231,78295.wav,250868,208,11,2,2,3,3,1,402256
215,41651.wav,160190,207,12,2,2,3,3,1,361296
220,38228.wav,148527,0,6,2,0,3,0,1,353104
216,59595.wav,209788,208,12,2,2,3,3,1,467792
230,72354.wav,238368,207,12,2,2,3,3,1,790642
211,72981.wav,240861,221,11,2,2,3,3,1,320336
111,10548.wav,45553,0,6,0,0,0,0,1,320336
226,17030.wav,67480,233,11,3,2,3,3,1,394064
215,53332.wav,192929,207,12,2,2,3,3,265871,869200
228,20067.wav,75243,233,11,2,2,4,3,1,1098576
215,53940.wav,195338,207,12,2,2,3,3,1,377680
230,74352.wav,243673,207,12,2,2,3,3,1,451408
230,75361.wav,245438,207,12,2,2,3,3,188363,564862
215,60412.wav,211185,220,12,2,2,3,3,1,435024
216,77267.wav,248279,208,12,2,2,3,3,356755,1426256
228,20274.wav,76133,233,11,2,2,3,3,675665,918352
226,13406.wav,57125,0,12,2,2,3,3,1,336720
211,88922.wav,274106,208,12,2,2,3,3,399869,475984
230,69235.wav,232344,215,12,2,2,3,3,1,328528
231,49840.wav,183031,221,12,2,2,3,3,1,607056
215,38722.wav,150478,210,3,2,3,4,3,1,402256
215,90697.wav,291291,221,9,2,2,3,3,1,1000272
231,70945.wav,235340,208,11,2,2,3,3,1,320336
228,20370.wav,76504,233,11,2,2,3,3,3336955,3908432
231,82163.wav,261695,208,11,2,2,3,3,1,377680
231,72854.wav,239863,208,11,2,2,3,3,1,566096
216,62601.wav,215580,208,12,2,2,3,3,220865,688976
210,85531.wav,268301,207,3,2,2,3,3,1,721744
211,82754.wav,262726,208,12,2,2,3,3,108697,582480
215,88911.wav,274093,231,12,2,2,3,3,1,648016
215,44539.wav,168620,220,11,2,2,3,3,1,579468
228,16200.wav,64575,233,11,2,2,4,3,229743,1041232
215,55849.wav,198921,207,12,2,2,3,3,1,344912
215,41682.wav,160250,207,12,2,2,3,3,98948,861008
228,16393.wav,65182,233,12,2,2,3,3,1,435024
215,87748.wav,272016,220,12,2,2,3,3,127977,648016
231,59587.wav,209776,208,2,2,2,3,3,1,394064
215,90069.wav,288789,207,12,2,2,3,3,1,336720
111,37455.wav,145171,221,11,2,3,3,3,1,328528
230,63560.wav,219842,207,12,2,2,3,3,1,328528
230,69162.wav,232253,0,12,2,2,3,3,1,344912
111,5691.wav,28775,0,6,3,0,4,0,1,320336
215,59692.wav,209960,207,12,2,2,3,3,1,770896
215,41816.wav,160438,207,9,2,2,3,3,1,852816
230,67170.wav,228505,215,2,0,0,0,0,1,328528
215,63218.wav,219194,207,12,2,2,3,3,1,320336
215,80505.wav,257071,207,12,2,2,3,3,1,574288
216,43199.wav,166302,221,12,2,2,3,3,127053,566096
228,31729.wav,124879,233,11,2,2,3,3,762601,1499984
226,23345.wav,88398,233,11,2,1,4,3,1,631632
226,26273.wav,97813,233,10,2,3,3,3,1,361296
226,27050.wav,101424,233,11,2,2,3,3,1,1082192
216,77012.wav,247812,221,12,2,2,3,3,1,426832
230,67977.wav,230181,207,12,2,2,3,3,1,664400
215,53814.wav,195087,207,12,2,2,3,3,1,336720
111,34587.wav,133993,233,11,2,3,2,4,1,697168
111,25609.wav,96087,233,12,2,2,2,3,1,410448
216,49596.wav,182443,208,12,2,2,3,3,1,320336
215,39618.wav,155030,207,12,2,2,3,3,1,648016
226,18359.wav,70879,233,11,2,2,3,3,1,574288
211,71596.wav,236622,208,11,2,2,3,3,1,664400
230,63544.wav,219823,220,2,2,2,3,3,1,336720
111,34042.wav,132581,228,11,2,2,3,3,1,328528
111,18949.wav,72580,213,11,2,2,2,3,1,615248
210,67985.wav,230189,230,12,2,2,3,3,1,336720
215,45444.wav,170284,207,11,2,2,3,3,1,336720
210,81030.wav,258338,207,9,2,2,3,3,1,353104
111,5403.wav,27724,0,6,0,0,0,0,266285,852816
230,84650.wav,266066,221,12,2,2,3,3,1,664400
226,15030.wav,62585,233,11,1,2,4,3,1,680784
211,52650.wav,191366,231,12,2,2,3,3,1,320336
215,39310.wav,153940,207,11,1,2,3,3,1,328528
216,25601.wav,96071,233,12,2,2,4,3,516337,983888
215,76544.wav,247084,230,12,2,2,3,3,1,328528
211,77899.wav,249807,208,12,2,2,3,3,1,484176
231,86772.wav,270385,208,12,2,2,3,3,1,426832
211,67993.wav,230204,221,12,2,2,3,3,1,336720
210,65557.wav,225761,220,11,2,2,3,3,1,336720
230,81834.wav,261118,221,12,2,2,3,3,1,598864
215,54650.wav,196722,230,11,2,2,3,3,1,320336
228,19286.wav,73192,233,11,1,2,4,3,1,336720
210,69288.wav,232408,220,12,2,2,3,3,1,320336
210,39540.wav,154816,207,12,2,2,3,3,1,582480
111,35212.wav,135262,214,11,3,1,4,3,1,557904
211,76768.wav,247507,208,3,2,2,4,4,1,541520
211,42952.wav,164840,208,4,2,2,3,3,1,353104
230,67564.wav,229169,215,12,2,2,3,3,77195,525136
111,10973.wav,46682,0,12,2,2,3,3,1,1016656
211,75989.wav,246379,231,11,3,3,3,3,1,516944
230,77640.wav,249352,215,2,2,2,3,3,1,320336
215,43829.wav,167400,207,12,2,2,3,3,1,328528
111,31705.wav,124835,226,3,2,2,3,3,1,500560
215,66804.wav,227861,207,12,2,2,3,3,1,320336
230,71162.wav,235731,207,12,2,2,3,3,1,377680
215,41522.wav,159987,207,12,2,2,3,3,1,336720
226,23435.wav,88736,233,11,2,3,3,4,1,967504
211,61214.wav,212705,208,12,2,2,3,3,1,245272
215,66218.wav,226838,220,12,2,2,3,3,1,361296
215,40809.wav,158645,220,12,2,2,3,3,1,918352
230,75118.wav,244984,215,2,2,2,3,3,1,328528
231,49500.wav,182039,208,12,2,2,3,3,1,541520
210,67475.wav,229033,207,9,2,2,3,3,1,320336
230,77639.wav,249351,220,9,2,2,3,3,1,353104
216,27936.wav,107857,0,6,2,0,4,0,122649,639824
215,44471.wav,168530,207,12,2,2,3,3,1,328528
215,51324.wav,186891,207,12,2,2,3,3,1,451408
211,47630.wav,176386,208,12,2,2,3,3,1,328528
220,38013.wav,147021,0,6,2,0,3,0,1,344912
215,70112.wav,233813,207,9,2,2,3,3,1,369488
231,69346.wav,232474,216,3,2,3,3,3,1,344912
215,51463.wav,187119,220,12,2,2,3,3,1,328528
216,75743.wav,246085,231,12,2,2,3,3,1,656208
226,21129.wav,80054,233,11,2,1,3,3,1,344912
215,85468.wav,268126,231,2,2,2,3,3,1,336720
226,20795.wav,77895,233,3,2,3,3,2,1,492368
230,61596.wav,213481,207,12,2,2,3,3,1,336720
111,25111.wav,94145,228,11,2,1,2,4,1,443216
216,40125.wav,156538,221,9,2,2,3,3,1,328528
231,69861.wav,233308,208,11,2,2,3,3,1,713552
231,77117.wav,247945,208,11,2,2,3,3,1,410448
231,71972.wav,237554,208,12,2,2,3,3,1,402256
226,19320.wav,73256,233,11,3,1,4,4,1,820048
230,79907.wav,255198,220,12,2,2,3,3,1,435024
228,19786.wav,74176,233,11,2,2,3,3,237411,615248
215,41609.wav,160129,207,4,2,2,3,3,1,492368
211,60425.wav,211203,231,12,2,2,3,3,1,320336
215,82605.wav,262470,208,11,2,3,3,4,1,418640
216,85491.wav,268163,221,12,2,2,3,3,1,328528
226,29573.wav,113010,233,11,2,2,3,3,904245,934736
228,16694.wav,66839,233,11,2,2,3,3,1,459600
231,68583.wav,231387,208,12,2,2,3,3,606321,983888
210,51604.wav,187558,207,12,2,2,3,3,1,328528
210,65786.wav,226040,220,9,2,2,3,3,1,328528
211,79388.wav,253082,208,12,2,2,3,3,1,320336
230,66264.wav,226903,215,12,2,2,3,3,1,210730
220,81976.wav,261341,231,11,3,2,3,3,1,443216
230,69337.wav,232463,207,5,2,2,3,3,1,418640
230,69217.wav,232323,207,12,2,2,3,3,1,861008
211,70081.wav,233761,231,11,2,2,3,3,1,328528
210,76418.wav,246923,207,12,2,2,3,3,1,377680
215,53786.wav,195044,207,12,2,2,3,3,1,394064
231,46883.wav,174408,208,12,2,2,3,3,916416,959312
211,40904.wav,158823,221,12,2,2,3,3,1,320336
215,79359.wav,253045,207,9,2,2,3,3,1,385872
215,51657.wav,187769,207,9,2,2,3,3,1,328528
211,86409.wav,269742,208,3,2,2,3,3,1,320336
231,75890.wav,246242,208,12,2,2,3,3,1,328528
216,41889.wav,160540,221,12,2,2,3,3,1,320336
215,77871.wav,249755,207,12,2,2,3,3,1,377680
111,32080.wav,125823,228,11,2,2,3,3,1,475984
231,81001.wav,258248,208,12,2,2,3,3,1,705360
216,90029.wav,288595,0,12,2,2,3,3,1,336720
215,71582.wav,236604,220,12,2,2,3,3,1,656208
215,87210.wav,271200,208,9,2,2,3,3,1,328528
210,38615.wav,150191,215,12,2,2,3,4,1,320336
226,15722.wav,63764,233,11,2,3,3,3,1,377680
226,18448.wav,71138,233,11,2,2,3,2,1,475984
215,56486.wav,199998,220,12,2,2,3,3,1,1082192
230,77625.wav,249327,220,9,2,2,3,3,1,418640
220,38143.wav,148150,0,6,2,0,3,0,1,353104
228,24530.wav,91867,233,11,2,2,3,3,1,557904
211,76866.wav,247634,208,12,2,2,3,3,1,795472
230,38124.wav,148012,0,6,2,0,4,0,1,688976
111,23534.wav,89018,213,11,3,2,2,3,1,336720
230,63548.wav,219829,220,2,2,2,3,3,1,361296
230,70393.wav,234410,220,11,2,2,3,3,1,418640
231,86999.wav,270911,208,10,2,2,3,3,1,328528
211,77433.wav,248886,221,12,2,2,3,3,1,328528
111,25611.wav,96092,213,12,2,2,3,3,1,328528
230,80871.wav,258017,207,12,2,2,3,3,1,910160
226,30198.wav,117952,233,11,1,2,3,3,1,574288
226,27636.wav,106588,233,9,2,2,3,3,1,1139536
215,55979.wav,199110,230,12,2,2,3,3,1,320336
215,84271.wav,265384,231,12,2,2,3,3,1,336720
215,72464.wav,238513,220,12,2,2,3,3,1,336720
228,35091.wav,135019,221,12,2,2,3,3,1,418640
215,52214.wav,190150,207,11,3,3,3,3,1,336720
231,42626.wav,162701,221,12,2,2,3,3,1,336720
228,17793.wav,69733,233,11,1,2,4,3,1,1057616
215,75484.wav,245656,220,12,2,2,3,3,1,328528
215,22813.wav,86506,217,6,0,0,0,0,1,410448
111,7476.wav,34294,0,6,3,0,4,0,1,1057616
228,20051.wav,75174,233,12,2,2,3,3,1,680784
230,85079.wav,267209,207,12,2,2,3,3,1,443216
228,17121.wav,67667,233,11,3,2,4,4,1,1090384
111,26396.wav,98138,233,12,2,2,3,3,297451,921249
231,69258.wav,232374,208,12,2,2,3,3,1,467792
228,14249.wav,60978,0,10,2,2,3,3,1,508752
228,31964.wav,125381,0,11,2,2,3,2,1,320336
215,39643.wav,155103,207,12,2,2,3,3,1,369488
231,56718.wav,200407,208,12,2,2,3,3,1,402256
226,16435.wav,65333,233,3,2,2,2,3,1,746320
216,26509.wav,98514,226,3,2,2,3,3,1,320336
111,18189.wav,70353,120,11,2,1,3,3,1,344912
210,54035.wav,195508,215,2,2,2,3,3,1,336720
226,14310.wav,61121,0,11,2,2,3,3,1,353104
228,36516.wav,140454,233,11,2,2,2,3,1,353104
230,67458.wav,229001,207,12,2,2,3,3,1,328528
231,42132.wav,161864,208,11,2,2,3,3,1,320336
230,75680.wav,246006,207,11,2,2,3,3,1,688976
215,83031.wav,263215,208,12,2,2,3,3,1,328528
215,66011.wav,226411,207,9,2,2,3,3,1,926544
230,72726.wav,239162,215,12,2,2,3,3,301351,1434448
231,50096.wav,183862,221,12,2,2,3,3,1,344912
215,43502.wav,166840,207,12,2,2,3,3,1,336720
230,83848.wav,264632,221,12,2,2,3,3,1,484176
216,87422.wav,271484,221,12,2,2,3,3,1,320336
226,35395.wav,135613,233,11,2,2,3,3,1,721744
216,26180.wav,97579,0,6,2,0,2,0,557270,688261
226,34316.wav,133338,216,7,2,2,3,3,1,336720
220,71044.wav,235543,207,12,2,2,3,3,283291,639824
226,26729.wav,99655,233,11,2,2,3,4,1,500560
228,15931.wav,64060,233,12,2,2,3,3,1,467792
228,13956.wav,58524,0,11,2,2,3,3,1,557904
228,15088.wav,62677,233,11,2,3,4,4,1,672592
215,67849.wav,229926,207,12,2,2,3,3,1,344912
215,88314.wav,273056,220,12,2,2,3,3,1,328528
230,75084.wav,244940,207,12,2,2,3,3,1,328528
231,71587.wav,236613,208,11,2,2,3,3,1,459600
215,65920.wav,226257,220,3,2,2,3,3,1,344912
111,31174.wav,123275,228,11,2,2,4,3,1,394064
215,39406.wav,154256,220,11,2,2,3,3,1,320336
215,44549.wav,168636,207,12,2,2,3,3,1,353104
216,73839.wav,242886,221,2,2,2,3,3,1,369488
230,75871.wav,246223,207,12,2,2,3,3,1,369488
211,77996.wav,250020,208,3,2,3,3,3,1,344912
211,76484.wav,247005,208,12,2,2,3,3,1,459600
215,73334.wav,241648,230,12,2,2,3,3,1,328528
228,22093.wav,84562,233,11,2,1,3,3,1,385872
211,31992.wav,125458,0,6,2,0,3,0,1,475984
220,38144.wav,148158,0,6,3,0,2,0,1,746320
230,78054.wav,250327,220,12,2,2,3,3,1,328528
230,76750.wav,247488,207,12,2,2,3,3,1,320336
111,8583.wav,38233,0,0,2,2,2,3,1,680784
231,49499.wav,182038,208,12,2,2,3,3,1,557904
220,60870.wav,212045,207,2,2,2,3,3,1,336720
215,86149.wav,269357,208,12,2,2,3,3,1,631632
215,52985.wav,192210,207,12,2,2,3,3,1,320336
231,49218.wav,181040,221,12,2,2,3,3,1,141202
215,42623.wav,162696,207,12,2,2,3,3,1,336720
215,42676.wav,162777,220,12,2,2,3,3,1,475984
230,77833.wav,249682,207,12,2,2,3,3,1,328528
215,63938.wav,220647,207,12,0,2,3,3,1,336720
220,60704.wav,211733,207,12,2,2,3,3,1,426832
226,14190.wav,60163,0,10,2,2,3,3,1,394064
210,71624.wav,236725,207,11,2,2,3,3,1,328528
215,79357.wav,253043,207,9,2,2,3,3,1,328528
226,33447.wav,130515,233,11,2,2,3,3,1,199080
211,66793.wav,227839,208,12,2,2,3,3,1,131027
231,73208.wav,241337,0,12,2,2,3,3,1,631632
210,84990.wav,267081,221,9,2,2,3,3,1,320336
231,50082.wav,183838,208,12,2,2,3,3,205191,738128
211,50304.wav,184529,216,11,2,2,4,2,1,336720
226,27652.wav,106602,233,12,3,2,3,3,1,328528
211,37234.wav,144373,0,6,3,0,4,0,1,344912
226,25366.wav,94976,233,11,2,2,3,3,1,500560
230,78271.wav,250820,207,12,2,2,3,3,1,1377104
215,61717.wav,213736,207,12,2,2,3,3,1,328528
210,41244.wav,159457,215,12,2,2,3,3,1,451408
211,73454.wav,241836,208,12,2,2,3,3,296795,320336
231,75920.wav,246275,208,12,2,2,3,3,1,451408
231,70764.wav,235015,221,12,2,2,3,3,1,328528
231,50034.wav,183759,208,12,2,2,3,3,1,320336
211,69187.wav,232286,221,12,2,2,3,3,1,320336
231,31034.wav,122976,225,11,2,1,2,3,1,484176
216,87755.wav,272025,221,12,2,2,3,3,1,467792
215,83488.wav,263964,208,11,2,2,3,3,1,369488
216,34446.wav,133652,233,11,2,2,3,3,139082,705360
215,73984.wav,243087,230,12,2,2,3,3,1,328528
215,76915.wav,247700,230,12,2,2,3,3,1,320336
215,90920.wav,292516,221,9,2,2,3,3,1,2081616
210,69054.wav,232110,207,11,2,2,3,3,1,320336
226,21486.wav,82788,233,3,2,2,3,3,1,467792
230,75332.wav,245398,207,12,2,2,3,3,1,361296
111,7839.wav,35450,0,6,3,2,3,3,1,328528
215,74237.wav,243508,207,2,2,2,3,3,1,336720
211,27055.wav,101500,0,6,3,0,2,0,1,590672
215,51371.wav,186985,220,12,2,2,3,3,1,328528
215,51246.wav,186762,207,12,2,2,3,3,1,344912
211,78588.wav,251639,208,12,2,2,3,3,1,336720
211,66305.wav,226966,208,12,2,2,3,3,1,336720
226,37468.wav,145252,233,4,2,2,3,3,1,782747
211,69259.wav,232375,208,12,2,2,3,3,1,320336
215,53819.wav,195096,207,12,2,2,3,3,143733,992080
215,56899.wav,200666,220,12,2,2,3,3,1,320336
228,30289.wav,118407,233,11,1,2,3,3,1,541520
220,68904.wav,231897,207,9,2,2,3,3,1,320336
230,77716.wav,249472,207,12,2,2,3,3,1,623440
228,28068.wav,108213,221,11,2,2,2,3,1,394064
216,63443.wav,219634,208,12,2,2,3,3,1,328528
215,63574.wav,219866,220,12,2,2,3,3,1,336720
210,70181.wav,233924,207,9,2,2,3,3,1,320336
230,76350.wav,246849,215,12,2,2,3,3,1,361296
226,24132.wav,90626,233,3,2,2,3,4,1,713552
